,Temp
0,14.055555555555554
1,13.38888888888889
2,13.27777777777778
3,13.833333333333334
4,13.666666666666666
5,14.5
6,16.11111111111111
7,14.27777777777778
8,13.944444444444445
9,15.0
10,13.944444444444445
11,12.555555555555555
12,13.499999999999998
13,14.61111111111111
14,15.72222222222222
15,13.61111111111111
16,12.111111111111107
17,11.333333333333334
18,12.555555555555555
19,12.22222222222222
20,10.833333333333334
21,13.0
22,12.944444444444445
23,13.444444444444446
24,14.22222222222222
25,13.722222222222223
26,13.722222222222223
27,13.88888888888889
28,14.833333333333334
29,14.22222222222222
30,13.499999999999998
31,14.77777777777778
32,13.499999999999998
33,13.555555555555555
34,14.055555555555554
35,13.666666666666666
36,13.88888888888889
37,12.555555555555555
38,11.61111111111111
39,12.5
40,13.11111111111111
41,13.499999999999998
42,13.88888888888889
43,17.666666666666668
44,16.22222222222222
45,14.61111111111111
46,14.444444444444445
47,14.61111111111111
48,14.055555555555554
49,14.11111111111111
50,14.166666666666666
51,13.944444444444445
52,13.11111111111111
53,14.77777777777778
54,13.833333333333334
55,13.944444444444445
56,14.22222222222222
57,13.88888888888889
58,14.77777777777778
59,14.22222222222222
60,15.27777777777778
61,20.27777777777778
62,19.111111111111114
63,17.83333333333333
64,16.38888888888889
65,16.333333333333332
66,15.38888888888889
67,15.11111111111111
68,15.055555555555555
69,14.38888888888889
70,15.944444444444445
71,14.61111111111111
72,18.000000000000004
73,19.77777777777777
74,16.5
75,16.5
76,15.166666666666666
77,16.333333333333332
78,16.11111111111111
79,17.333333333333332
80,17.22222222222222
81,17.72222222222222
82,16.5
83,13.0
84,14.61111111111111
85,15.77777777777778
86,14.38888888888889
87,15.666666666666666
88,17.333333333333332
89,16.666666666666668
90,18.38888888888889
91,15.444444444444445
92,13.444444444444446
93,13.777777777777777
94,14.38888888888889
95,16.77777777777778
96,16.666666666666668
97,18.22222222222222
98,21.0
99,18.166666666666668
100,16.61111111111111
101,15.333333333333334
102,19.111111111111114
103,17.444444444444443
104,16.833333333333332
105,17.88888888888889
106,20.38888888888889
107,19.27777777777778
108,17.77777777777778
109,16.38888888888889
110,16.61111111111111
111,17.5
112,18.05555555555556
113,17.22222222222222
114,17.944444444444443
115,18.77777777777778
116,20.11111111111111
117,21.5
118,18.833333333333336
119,19.111111111111114
120,19.77777777777777
121,19.55555555555556
122,18.61111111111111
123,19.0
124,18.38888888888889
125,18.55555555555556
126,18.61111111111111
127,18.444444444444443
128,17.72222222222222
129,18.77777777777778
130,19.55555555555556
131,19.72222222222222
132,21.22222222222222
133,21.5
134,21.22222222222222
135,20.55555555555556
136,20.05555555555556
137,20.72222222222222
138,20.666666666666668
139,22.83333333333333
140,21.05555555555556
141,23.666666666666664
142,23.833333333333336
143,25.0
144,23.000000000000004
145,22.722222222222225
146,23.000000000000004
147,23.444444444444443
148,23.55555555555556
149,24.66666666666667
150,23.22222222222222
151,22.77777777777778
152,23.05555555555556
153,23.33333333333333
154,23.666666666666664
155,23.000000000000004
156,23.444444444444443
157,23.944444444444443
158,25.33333333333333
159,24.33333333333333
160,23.666666666666664
161,24.05555555555556
162,24.55555555555556
163,25.27777777777778
164,25.72222222222222
165,25.166666666666668
166,25.38888888888889
167,25.611111111111107
168,25.0
169,25.777777777777786
170,25.500000000000004
171,26.0
172,26.27777777777778
173,26.333333333333336
174,26.05555555555556
175,25.611111111111107
176,25.444444444444443
177,26.11111111111111
178,27.55555555555556
179,26.77777777777778
180,26.666666666666668
181,28.000000000000004
182,28.83333333333333
183,26.55555555555556
184,27.0
185,26.611111111111114
186,27.05555555555556
187,27.11111111111111
188,26.83333333333333
189,27.22222222222222
190,26.77777777777778
191,26.22222222222222
192,25.777777777777786
193,26.22222222222222
194,26.55555555555556
195,26.27777777777778
196,26.611111111111114
197,26.666666666666668
198,26.83333333333333
199,27.11111111111111
200,26.944444444444443
201,27.05555555555556
202,26.611111111111114
203,26.666666666666668
204,26.888888888888893
205,26.666666666666668
206,27.05555555555556
207,27.444444444444446
208,27.33333333333333
209,27.16666666666667
210,27.05555555555556
211,27.55555555555556
212,27.444444444444446
213,27.33333333333333
214,27.33333333333333
215,27.5
216,27.61111111111111
217,27.55555555555556
218,27.33333333333333
219,27.16666666666667
220,27.38888888888889
221,28.000000000000004
222,27.16666666666667
223,27.33333333333333
224,27.88888888888889
225,28.166666666666668
226,27.83333333333333
227,27.666666666666668
228,27.722222222222225
229,27.55555555555556
230,27.33333333333333
231,26.55555555555556
232,27.55555555555556
233,27.88888888888889
234,27.33333333333333
235,27.444444444444446
236,27.55555555555556
237,28.000000000000004
238,27.944444444444443
239,28.000000000000004
240,28.5
241,28.000000000000004
242,27.05555555555556
243,16.38888888888889
244,15.22222222222222
245,15.11111111111111
246,15.11111111111111
247,13.944444444444445
248,11.88888888888889
249,12.055555555555555
250,13.722222222222223
251,16.5
252,18.666666666666664
253,22.88888888888889
254,19.166666666666668
255,16.61111111111111
256,15.61111111111111
257,16.88888888888889
258,17.0
259,16.61111111111111
260,17.22222222222222
261,17.444444444444443
262,16.5
263,17.61111111111111
264,17.333333333333332
265,16.22222222222222
266,18.05555555555556
267,14.944444444444445
268,20.222222222222225
269,19.72222222222222
270,17.77777777777778
271,17.0
272,18.55555555555556
273,17.38888888888889
274,16.11111111111111
275,16.27777777777778
276,16.444444444444443
277,16.38888888888889
278,18.72222222222222
279,19.66666666666667
280,21.666666666666668
281,22.83333333333333
282,20.38888888888889
283,27.05555555555556
284,20.500000000000004
285,18.833333333333336
286,18.88888888888889
287,19.5
288,20.55555555555556
289,20.11111111111111
290,21.05555555555556
291,22.38888888888889
292,20.83333333333333
293,21.5
294,26.72222222222221
295,20.88888888888889
296,23.166666666666668
297,21.666666666666668
298,20.55555555555556
299,20.666666666666668
300,21.666666666666668
301,21.444444444444443
302,21.11111111111111
303,21.444444444444443
304,22.11111111111111
305,23.33333333333333
306,22.944444444444443
307,23.61111111111111
308,22.666666666666668
309,22.55555555555556
310,22.38888888888889
311,22.27777777777777
312,24.166666666666668
313,23.05555555555556
314,22.88888888888889
315,22.666666666666668
316,21.55555555555556
317,22.77777777777778
318,23.61111111111111
319,24.5
320,25.72222222222222
321,24.22222222222221
322,24.33333333333333
323,23.88888888888889
324,24.388888888888893
325,24.444444444444443
326,24.33333333333333
327,24.55555555555556
328,24.944444444444446
329,24.5
330,24.944444444444446
331,24.444444444444443
332,24.05555555555556
333,24.388888888888893
334,23.72222222222222
335,24.444444444444443
336,24.72222222222222
337,24.944444444444446
338,24.88888888888889
339,25.33333333333333
340,26.27777777777778
341,26.22222222222222
342,26.22222222222222
343,25.777777777777786
344,26.333333333333336
345,26.05555555555556
346,27.05555555555556
347,27.0
348,26.38888888888889
349,26.333333333333336
350,26.22222222222222
351,26.611111111111114
352,26.83333333333333
353,27.0
354,26.333333333333336
355,27.05555555555556
356,26.444444444444443
357,26.55555555555556
358,26.72222222222221
359,26.55555555555556
360,27.33333333333333
361,27.33333333333333
362,27.22222222222222
363,27.5
364,27.5
365,27.27777777777777
366,27.11111111111111
367,26.944444444444443
368,26.611111111111114
369,27.5
370,28.33333333333333
371,27.666666666666668
372,27.83333333333333
373,27.16666666666667
374,26.22222222222222
375,27.33333333333333
376,27.77777777777778
377,27.27777777777777
378,27.16666666666667
379,27.27777777777777
380,26.83333333333333
381,27.666666666666668
382,27.38888888888889
383,27.5
384,28.05555555555556
385,28.22222222222222
386,28.22222222222222
387,27.83333333333333
388,27.83333333333333
389,27.88888888888889
390,28.000000000000004
391,27.722222222222225
392,27.722222222222225
393,27.444444444444446
394,27.22222222222222
395,26.38888888888889
396,26.55555555555556
397,26.72222222222221
398,27.0
399,27.61111111111111
400,27.05555555555556
401,27.0
402,27.83333333333333
403,27.5
404,27.22222222222222
405,27.38888888888889
406,27.05555555555556
407,27.444444444444446
408,27.33333333333333
409,27.27777777777777
410,28.55555555555556
411,27.38888888888889
412,26.72222222222221
413,26.72222222222221
414,26.333333333333336
415,25.38888888888889
416,25.83333333333333
417,26.611111111111114
418,26.444444444444443
419,26.666666666666668
420,26.444444444444443
421,26.22222222222222
422,25.166666666666668
423,25.222222222222225
424,27.77777777777778
425,27.88888888888889
426,26.444444444444443
427,25.88888888888889
428,25.444444444444443
429,26.611111111111114
430,26.05555555555556
431,25.55555555555556
432,24.388888888888893
433,25.55555555555556
434,25.500000000000004
435,24.5
436,24.83333333333333
437,24.72222222222222
438,23.5
439,23.61111111111111
440,24.111111111111114
441,24.61111111111111
442,24.22222222222221
443,23.88888888888889
444,25.0
445,25.55555555555556
446,24.61111111111111
447,24.27777777777778
448,22.33333333333333
449,22.33333333333333
450,21.444444444444443
451,26.666666666666668
452,25.0
453,23.38888888888889
454,22.55555555555556
455,21.888888888888893
456,21.333333333333336
457,22.55555555555556
458,21.22222222222222
459,20.72222222222222
460,19.55555555555556
461,16.333333333333332
462,18.666666666666664
463,19.0
464,19.388888888888893
465,19.61111111111111
466,19.77777777777777
467,19.72222222222222
468,19.111111111111114
469,18.22222222222222
470,18.61111111111111
471,18.666666666666664
472,19.33333333333333
473,20.0
474,24.66666666666667
475,23.944444444444443
476,19.72222222222222
477,19.944444444444446
478,22.444444444444446
479,21.77777777777778
480,22.33333333333333
481,20.166666666666668
482,20.777777777777786
483,20.222222222222225
484,19.72222222222222
485,19.05555555555556
486,18.77777777777778
487,20.11111111111111
488,20.777777777777786
489,19.72222222222222
490,18.88888888888889
491,19.5
492,17.83333333333333
493,17.666666666666668
494,19.111111111111114
495,17.72222222222222
496,19.166666666666668
497,18.55555555555556
498,18.111111111111107
499,16.833333333333332
500,17.0
501,16.77777777777778
502,16.0
503,15.27777777777778
504,15.5
505,16.11111111111111
506,15.333333333333334
507,15.22222222222222
508,15.055555555555555
509,15.11111111111111
510,16.27777777777778
511,17.055555555555557
512,15.77777777777778
513,15.0
514,15.444444444444445
515,16.61111111111111
516,17.333333333333332
517,16.27777777777778
518,15.88888888888889
519,16.11111111111111
520,15.61111111111111
521,18.05555555555556
522,14.38888888888889
523,15.0
524,14.444444444444445
525,14.38888888888889
526,13.777777777777777
527,14.000000000000002
528,13.833333333333334
529,14.22222222222222
530,15.833333333333334
531,16.72222222222222
532,16.166666666666668
533,18.22222222222222
534,16.333333333333332
535,14.166666666666666
